OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99500001,Sample-Routine,Water,Surface Water,1994-10-06,15:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04108500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-77",,,,,,,,,,,,,,,Fecal Streptococcus,,420,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400035,Sample-Routine,Water,Surface Water,1994-04-01,13:35:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04119300,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal Streptococcus,,30,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400020,Sample-Routine,Water,Surface Water,1994-01-06,15:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04108500,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal Streptococcus,,20,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400021,Sample-Routine,Water,Surface Water,1994-01-07,17:40:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04119300,SPC DUP'ED,,Not determined,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,Single vertical,,,Kemmerer bottle,,,,,,,,,,,,,,,Fecal Streptococcus,,58,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99500003,Sample-Routine,Water,Surface Water,1994-10-07,14:42:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04119300,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-77",,,,,,,,,,,,,,,Fecal Streptococcus,,52,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400047,Sample-Routine,Water,Surface Water,1994-05-26,13:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04119300,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal Streptococcus,,62,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400026,Sample-Routine,Water,Surface Water,1994-02-23,09:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04126520,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,29,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400059,Sample-Routine,Water,Surface Water,1994-08-12,10:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04126520,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,45,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400045,Sample-Routine,Water,Surface Water,1994-05-19,12:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04137500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,2,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400023,Sample-Routine,Water,Surface Water,1994-02-09,12:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04137500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,Not Detected,,Fecal Streptococcus,,,,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400066,Sample-Routine,Water,Surface Water,1994-08-24,12:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04157000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,111,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400060,Sample-Routine,Water,Surface Water,1994-08-16,11:45:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04137500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,2,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99500009,Sample-Routine,Water,Surface Water,1994-11-07,13:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04157000,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,US D-77 TM,,,,,,,,,,,,,,,Fecal Streptococcus,,5200,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400050,Sample-Routine,Water,Surface Water,1994-06-15,12:55:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04176500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81,,,,,,,,,,,,,,,Fecal Streptococcus,,3200,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400028,Sample-Routine,Water,Surface Water,1994-03-15,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,Falling stage,Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,230,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400044,Sample-Routine,Water,Surface Water,1994-05-04,12:45:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,44,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99500008,Sample-Routine,Water,Surface Water,1994-11-08,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,US D-77 TM,,,,,,,,,,,,,,,Fecal Streptococcus,,5400,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400052,Sample-Routine,Water,Surface Water,1994-06-27,11:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,BALANCES WITH NUTRIENTS,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,960,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAC38,USGS,"Fecal strep, KF streptococcus MF",,USGS National Field Manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400072,Sample-Routine,Water,Surface Water,1994-09-16,11:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04156100,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81,,,,,,,,,,,,,,,Fecal Streptococcus,,24,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400043,Sample-Routine,Water,Surface Water,1994-05-06,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04157000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,30,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400027,Sample-Routine,Water,Surface Water,1994-03-17,12:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04157000,,,"Stable, high stage",Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,Weighted-bottle sampler,,,,,,,,,,,,,,,Fecal Streptococcus,,190,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400051,Sample-Routine,Water,Surface Water,1994-06-16,10:05:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal Streptococcus,,1500,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99500016,Sample-Routine,Water,Surface Water,1994-12-29,12:40:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,US D-77 TM,,,,,,,,,,,,,,,Fecal Streptococcus,,160,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400064,Sample-Routine,Water,Surface Water,1994-08-26,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal Streptococcus,,480,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400036,Sample-Routine,Water,Surface Water,1994-04-21,09:20:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Rising stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74AL",,,,,,,,,,,,,,,Fecal Streptococcus,,44,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400063,Sample-Routine,Water,Surface Water,1994-08-25,13:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04176500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81,,,,,,,,,,,,,,,Fecal Streptococcus,,570,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400037,Sample-Routine,Water,Surface Water,1994-04-20,12:05:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04176500,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81,,,,,,,,,,,,,,,Fecal Streptococcus,,45,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99500015,Sample-Routine,Water,Surface Water,1994-12-28,11:40:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04176500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81,,,,,,,,,,,,,,,Fecal Streptococcus,,120,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00300548,Sample-Routine,Water,Surface Water,2003-06-25,12:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04157000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,24,cfu/100ml,,Preliminary,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00301681,Sample-Routine,Water,Surface Water,2003-08-05,12:00:00,EDT,,,,,,,,,,,,,,USGS-04157000,"L-2190217 verified RU missing for LC70, district emailed, paa, 8/8/03 Changed date from 2003/05/08 per dist (Crowley) 8/21/03 dm. *LC2109 added per district/Minnerick, paa, 8/22/03",,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,12,cfu/100ml,,Preliminary,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00300066,Sample-Routine,Water,Surface Water,2003-04-11,12:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04157000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,67,cfu/100ml,,Preliminary,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00400001,Sample-Routine,Water,Surface Water,2003-11-05,13:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04157000,L-3140007 recvd 11-08-03,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,560,cfu/100ml,,Preliminary,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99400005,Sample-Routine,Water,Surface Water,1993-10-26,13:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04001000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81,,,,,,,,,,,,,,,Fecal Streptococcus,,30,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99300064,Sample-Routine,Water,Surface Water,1993-04-30,13:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04001000,,,"Stable, normal stage",Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,Fecal Streptococcus,,5,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99300112,Sample-Routine,Water,Surface Water,1993-08-04,13:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04001000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,Other,,,,,,,,,,,,,,,Fecal Streptococcus,,280,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
