"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","County"
"53","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300639","Sample-Routine","Water","Groundwater","1973-05-14","","","","","",NA,"","",NA,"",NA,"","","","USGS-430702083544601","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",154,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"54","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300640","Sample-Routine","Water","Groundwater","1973-05-14","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083542201","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1250,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"55","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200799","Sample-Routine","Water","Groundwater","1972-08-11","","","","","",50,"feet","",NA,"",NA,"","","","USGS-430704083542201","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1300,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"56","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200800","Sample-Routine","Water","Groundwater","1972-07-27","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083542202","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1800,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"57","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200801","Sample-Routine","Water","Groundwater","1972-08-11","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083542202","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1900,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"58","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300643","Sample-Routine","Water","Groundwater","1973-05-14","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083542202","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",2200,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"59","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300641","Sample-Routine","Water","Groundwater","1972-12-01","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083542202","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1900,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"60","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300642","Sample-Routine","Water","Groundwater","1973-02-07","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083542202","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1900,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"61","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300644","Sample-Routine","Water","Groundwater","1973-05-14","13:15:00","EDT","","","",NA,"","",NA,"",NA,"","","","USGS-430704083542202","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",2150,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"62","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200802","Sample-Routine","Water","Groundwater","1972-08-11","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083545201","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1200,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"63","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300645","Sample-Routine","Water","Groundwater","1973-05-14","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083550001","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",725,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"64","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200803","Sample-Routine","Water","Groundwater","1972-08-11","","","","","",NA,"","Below land-surface datum",47,"feet",133,"feet","","","USGS-430704083550001","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",650,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"65","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300646","Sample-Routine","Water","Groundwater","1973-05-14","","","","","",NA,"","",NA,"",NA,"","","","USGS-430704083551301","","Pleistocene Series","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",13,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"66","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200804","Sample-Routine","Water","Groundwater","1972-08-11","","","","","",NA,"","",NA,"",NA,"","","","USGS-430705083545001","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",3960,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"67","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300647","Sample-Routine","Water","Groundwater","1973-05-14","13:00:00","EDT","","","",NA,"","",NA,"",NA,"","","","USGS-430705083545001","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",4050,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"68","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300648","Sample-Routine","Water","Groundwater","1973-05-14","","","","","",NA,"","",NA,"",NA,"","","","USGS-430705083551301","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",83,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"69","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300649","Sample-Routine","Water","Groundwater","1973-05-14","12:00:00","EDT","","","",NA,"","",NA,"",NA,"","","","USGS-430705083551801","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",170,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"70","USGS-MI","USGS Michigan Water Science Center","nwismi.01.96900399","Sample-Routine","Water","Groundwater","1969-02-06","","","","","",NA,"","",NA,"",NA,"","","","USGS-430707083492501","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"71","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98800217","Sample-Routine","Water","Groundwater","1988-06-23","19:15:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-430710083400801","","Michigan Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",12,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151","","","","",NA,"","","NWIS","Genesee"
"72","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98800134","Sample-Routine","Water","Groundwater","1988-05-18","10:45:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-430730083422501","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",180,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151","","","","",NA,"","","NWIS","Genesee"
"73","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700119","Sample-Routine","Water","Groundwater","1987-07-07","09:05:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-430813083450001","","Gravel","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1.2,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"","","NWIS","Genesee"
"74","USGS-MI","USGS Michigan Water Science Center","nwismi.01.95400056","Sample-Routine","Water","Groundwater","1954-09-16","","","","","",NA,"","",NA,"",NA,"","","","USGS-430852083484901","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",2.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"75","USGS-MI","USGS Michigan Water Science Center","nwismi.01.95400055","Sample-Routine","Water","Groundwater","1954-03-12","","","","","",NA,"","",NA,"",NA,"","","","USGS-430852083484901","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1.5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"76","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98600673","Sample-Routine","Water","Groundwater","1986-08-14","10:00:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-431000084042901","","Marshall Formation","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",65,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"77","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700114","Sample-Routine","Water","Groundwater","1987-05-07","09:08:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-431022083532801","","Sand and Gravel","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",10,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"","","NWIS","Genesee"
"78","USGS-MI","USGS Michigan Water Science Center","nwismi.01.95400057","Sample-Routine","Water","Groundwater","1954-03-12","","","","","",NA,"","Below land-surface datum",80,"feet",162,"feet","","","USGS-431033083533401","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",296,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"79","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98800227","Sample-Routine","Water","Groundwater","1988-06-30","09:30:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-431127083504001","","Saginaw Formation","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",5,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151","","","","",NA,"","","NWIS","Genesee"
"80","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700120","Sample-Routine","Water","Groundwater","1987-07-07","10:20:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-431227083441301","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1.1,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"","","NWIS","Genesee"
"81","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98800160","Sample-Routine","Water","Groundwater","1988-06-07","11:00:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-431330083504501","","Marshall Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",55000,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151","","","","",NA,"","","NWIS","Genesee"
"82","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98800161","Sample-Routine","Water","Groundwater","1988-06-07","13:00:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-431330083504502","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",55000,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151","","","","",NA,"","","NWIS","Genesee"
"83","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98800162","Sample-Routine","Water","Groundwater","1988-06-07","15:00:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-431330083504503","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",16000,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151","","","","",NA,"","","NWIS","Genesee"
"84","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700247","Sample-Routine","Water","Groundwater","1987-08-19","11:40:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-425642083524601","","Saginaw Formation","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",3700,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"CL031","USGS","Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151","","","","",NA,"","","NWIS","Genesee"
"85","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700121","Sample-Routine","Water","Groundwater","1987-07-07","12:00:00","EDT","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-430250083351001","","Parma Sandstone","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",260,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"","","NWIS","Genesee"
"86","USGS-MI","USGS Michigan Water Science Center","nwismi.01.95400029","Sample-Routine","Water","Surface Water","1954-05-25","","","","","",NA,"","",NA,"",NA,"","","","USGS-04148545","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",36,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"87","USGS-MI","USGS Michigan Water Science Center","nwismi.01.95900011","Sample-Routine","Water","Surface Water","1958-10-21","","","","","",NA,"","",NA,"",NA,"","","","USGS-04148545","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",59,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"88","USGS-MI","USGS Michigan Water Science Center","nwismi.01.95900012","Sample-Routine","Water","Surface Water","1959-04-02","","","","","",NA,"","",NA,"",NA,"","","","USGS-04148545","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",22,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"","","NWIS","Genesee"
"89","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01400098","Sample-Routine","Water","Surface Water","2013-11-01","11:45:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey","USGS-041482663","","","Stable, normal stage","Storm","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",151,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","University of Wisconsin Extension","","","",NA,"","","NWIS","Genesee"
"90","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01300398","Sample-Routine","Water","Surface Water","2013-01-10","18:10:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-041482663","","","Stable, normal stage","Storm","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",140,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","University of Wisconsin Extension","","","",NA,"","","NWIS","Genesee"
"91","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01300418","Sample-Routine","Water","Surface Water","2013-01-30","07:20:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-041482663","","","Stable, normal stage","Storm","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",20.1,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","University of Wisconsin Extension","","","",NA,"","","NWIS","Genesee"
"92","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01300414","Sample-Routine","Water","Surface Water","2013-01-29","09:20:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-041482663","","","Stable, normal stage","Storm","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",43.6,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","University of Wisconsin Extension","","","",NA,"","","NWIS","Genesee"
"93","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01300413","Sample-Routine","Water","Surface Water","2013-01-28","20:40:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-041482663","","","Stable, normal stage","Storm","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",185,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","University of Wisconsin Extension","","","",NA,"","","NWIS","Genesee"
"94","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01300417","Sample-Routine","Water","Surface Water","2013-01-30","05:20:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-041482663","","","Stable, normal stage","Storm","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",23.5,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","University of Wisconsin Extension","","","",NA,"","","NWIS","Genesee"
"95","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01300402","Sample-Routine","Water","Surface Water","2013-01-13","01:25:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-041482663","","","Stable, normal stage","Storm","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",53.3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","University of Wisconsin Extension","","","",NA,"","","NWIS","Genesee"
"96","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01300399","Sample-Routine","Water","Surface Water","2013-01-11","06:05:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-041482663","","","Stable, normal stage","Storm","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",91,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","University of Wisconsin Extension","","","",NA,"","","NWIS","Genesee"
