OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97200799,Sample-Routine,Water,Groundwater,1972-08-11,,,,,,50,feet,,,,,,,,USGS-430704083542201,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1300,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300644,Sample-Routine,Water,Groundwater,1973-05-14,13:15:00,EDT,,,,,,,,,,,,,USGS-430704083542202,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,2150,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300641,Sample-Routine,Water,Groundwater,1972-12-01,,,,,,,,,,,,,,,USGS-430704083542202,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1900,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300642,Sample-Routine,Water,Groundwater,1973-02-07,,,,,,,,,,,,,,,USGS-430704083542202,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1900,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97200800,Sample-Routine,Water,Groundwater,1972-07-27,,,,,,,,,,,,,,,USGS-430704083542202,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1800,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97200801,Sample-Routine,Water,Groundwater,1972-08-11,,,,,,,,,,,,,,,USGS-430704083542202,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1900,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300643,Sample-Routine,Water,Groundwater,1973-05-14,,,,,,,,,,,,,,,USGS-430704083542202,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,2200,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
21MICH_WQX,Michigan DEQ,21MICH_WQX-250533_9/25/2013,Sample-Routine,Water,,2013-09-25,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250533,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,258.4395,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250533_5/7/2013,Sample-Routine,Water,,2013-05-07,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250533,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,260.3164,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250533_7/15/2013,Sample-Routine,Water,,2013-07-15,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250533,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,296.3007,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250534_9/25/2013,Sample-Routine,Water,,2013-09-25,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250534,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,96.35906,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250534_7/15/2013,Sample-Routine,Water,,2013-07-15,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250534,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,67.39844,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250534_5/7/2013,Sample-Routine,Water,,2013-05-07,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250534,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,82.11486,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250534_11/13/2013,Sample-Routine,Water,,2013-11-13,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250534,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,89.09127,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
21MICH_WQX,Michigan DEQ,21MICH_WQX-250533_11/13/2013,Sample-Routine,Water,,2013-11-13,10:00:00,EDT,,,,,,,,,,,WCMP,,21MICH_WQX-250533,,,,,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,,Chloride,Total,177.8736,mg/l,,Final,,Actual,,,,,,,,,,,,,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,,,,,,,,STORET
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00801480,Sample-Routine,Water,Surface Water,2008-04-15,14:05:00,EST,,,,10.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430320083391906,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,66.0,mg/l,,Preliminary,,Actual,,,,,,"""CAS NUMBER = 16887006, EPA METHOD  = 325.2""",00940,,,,,,,,,,,2008-04-24,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00801040,Sample-Routine,Water,Surface Water,2008-04-15,12:50:00,EST,,,,5.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430554083380106,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,32.0,mg/l,,Preliminary,,Actual,,,,,,"""CAS NUMBER = 16887006, EPA METHOD  = 325.2""",00940,,,,,,,,,,,2008-04-24,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01000092,Sample-Routine,Water,Surface Water,2010-03-31,12:15:00,EST,,,,38,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-424910083450006,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,75.0,mg/l,,Preliminary,,Actual,,,,,,"""CAS NUMBER = 16887006, EPA METHOD  = 4500-CL E SM""",00940,,,,,,,,,,Michigan Department of Environmental Quality (MDEQ),2010-04-02,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300831,Sample-Routine,Water,Surface Water,2013-04-12,05:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,17.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300827,Sample-Routine,Water,Surface Water,2013-04-11,01:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,20.2,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300846,Sample-Routine,Water,Surface Water,2013-04-19,06:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.4,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300844,Sample-Routine,Water,Surface Water,2013-04-19,01:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,19.2,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300837,Sample-Routine,Water,Surface Water,2013-04-24,04:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,28.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300860,Sample-Routine,Water,Surface Water,2013-05-29,02:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,7.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400095,Sample-Routine,Water,Surface Water,2013-10-31,21:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,160,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400097,Sample-Routine,Water,Surface Water,2013-11-01,03:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,115,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400096,Sample-Routine,Water,Surface Water,2013-11-01,00:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,128,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300838,Sample-Routine,Water,Surface Water,2013-04-24,09:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,23.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300863,Sample-Routine,Water,Surface Water,2013-05-30,18:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,23.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300859,Sample-Routine,Water,Surface Water,2013-05-29,01:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300857,Sample-Routine,Water,Surface Water,2013-05-29,00:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,30.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300856,Sample-Routine,Water,Surface Water,2013-05-28,15:05:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,45.2,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400094,Sample-Routine,Water,Surface Water,2013-10-31,15:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,142,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300830,Sample-Routine,Water,Surface Water,2013-04-12,00:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.2,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300829,Sample-Routine,Water,Surface Water,2013-04-11,09:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,15.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300828,Sample-Routine,Water,Surface Water,2013-04-11,07:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.2,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300826,Sample-Routine,Water,Surface Water,2013-04-10,15:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300824,Sample-Routine,Water,Surface Water,2013-04-10,12:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,23.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300823,Sample-Routine,Water,Surface Water,2013-04-10,03:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,35.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300822,Sample-Routine,Water,Surface Water,2013-04-09,13:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,84.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300848,Sample-Routine,Water,Surface Water,2013-04-20,12:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,19.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300847,Sample-Routine,Water,Surface Water,2013-04-19,21:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,14.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300843,Sample-Routine,Water,Surface Water,2013-04-18,01:35:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,37.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300862,Sample-Routine,Water,Surface Water,2013-05-30,00:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,19.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300861,Sample-Routine,Water,Surface Water,2013-05-29,12:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,12.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300858,Sample-Routine,Water,Surface Water,2013-05-29,01:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,14.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400166,Sample-Routine,Water,Surface Water,2013-11-18,18:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,81.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400172,Sample-Routine,Water,Surface Water,2013-12-22,16:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,92.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400167,Sample-Routine,Water,Surface Water,2013-12-12,11:00:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,151,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400163,Sample-Routine,Water,Surface Water,2013-11-18,06:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,81.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400165,Sample-Routine,Water,Surface Water,2013-11-18,14:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,79.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01301038,Sample-Routine,Water,Surface Water,2013-09-17,10:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-95 plastic bottle,,Chloride,Dissolved,60.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400164,Sample-Routine,Water,Surface Water,2013-11-18,10:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,69.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300420,Sample-Routine,Water,Surface Water,2013-01-31,15:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,31.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300405,Sample-Routine,Water,Surface Water,2013-01-14,10:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,44.4,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300402,Sample-Routine,Water,Surface Water,2013-01-13,01:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,53.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300418,Sample-Routine,Water,Surface Water,2013-01-30,07:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,20.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300399,Sample-Routine,Water,Surface Water,2013-01-11,06:05:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,91.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300416,Sample-Routine,Water,Surface Water,2013-01-29,23:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,25.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300414,Sample-Routine,Water,Surface Water,2013-01-29,09:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,43.6,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300413,Sample-Routine,Water,Surface Water,2013-01-28,20:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,185,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
